Output of 'ps -ef':
UID          PID    PPID  C STIME TTY          TIME CMD
aro        70662   54430  2 20:23 ?        00:00:10 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=179 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=18512424488 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        70680   54430  0 20:23 ?        00:00:02 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=181 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=18526356976 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        70692   54430  0 20:23 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=182 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=18529135450 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        70701   54430  0 20:23 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=183 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=18529267646 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
root       70881       2  0 20:28 ?        00:00:00 [kworker/u10:1-events_power_efficient]
aro        70961   54430  1 20:31 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --extension-process --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=192 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=18981305874 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
root       70973       2  0 20:31 ?        00:00:00 [kworker/2:2-cgroup_destroy]
aro        70974   67417  0 20:31 pts/2    00:00:00 bash q4.sh
aro        70975   70974  0 20:31 pts/2    00:00:00 ps -ef

Output of 'ps -ux':
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
aro        52388  0.0  0.1  19756 10556 ?        Ss   17:39   0:00 /lib/systemd/systemd --user
aro        52389  0.0  0.0 170816  4056 ?        S    17:39   0:00 (sd-pam)
aro        52395  0.0  0.3 2007616 20976 ?       Ssl  17:39   0:03 /usr/bin/pulseaudio --daemonize=no --log-target=journal
aro        52398  0.0  0.1 313936  7752 ?        Sl   17:39   0:00 /usr/bin/gnome-keyring-daemon --daemonize --login
aro        52403  0.0  0.1  12104  9360 ?        Ss   17:39   0:02 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
aro        52405  0.0  0.1 164028  6568 tty2     Ssl+ 17:39   0:00 /usr/lib/gdm3/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --systemd --session=ubuntu
aro        52407  4.2  2.5 357488 155620 tty2    Sl+  17:39   7:16 /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -background none -noreset -keeptty -verbose 3
aro        52415  0.0  0.2 188096 13844 tty2     Sl+  17:39   0:00 /usr/libexec/gnome-session-binary --systemd --systemd --session=ubuntu
aro        52488  0.0  0.0  19360   348 ?        S    17:39   0:00 /usr/bin/VBoxClient --clipboard
aro        52490  0.0  0.0 220216  4244 ?        Sl   17:39   0:00 /usr/bin/VBoxClient --clipboard
aro        52496  0.0  0.0  19360   344 ?        S    17:39   0:00 /usr/bin/VBoxClient --seamless
aro        52498  0.1  0.0 217516  2456 ?        Sl   17:39   0:12 /usr/bin/VBoxClient --seamless
aro        52504  0.0  0.0  19360   348 ?        S    17:39   0:00 /usr/bin/VBoxClient --draganddrop
aro        52506  0.7  0.0 283568  2332 ?        Sl   17:39   1:16 /usr/bin/VBoxClient --draganddrop
aro        52520  0.0  0.0  19360   348 ?        S    17:39   0:00 /usr/bin/VBoxClient --vmsvga-session
aro        52522  0.0  0.0 219740  2708 ?        Sl   17:39   0:07 /usr/bin/VBoxClient --vmsvga-session
aro        52528  0.0  0.0   6044   452 ?        Ss   17:39   0:00 /usr/bin/ssh-agent /usr/bin/im-launch env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --systemd --session=ubuntu
aro        52545  0.0  0.1 305384  7044 ?        Ssl  17:39   0:00 /usr/libexec/at-spi-bus-launcher
aro        52550  0.0  0.0   7248  4412 ?        S    17:39   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
aro        52579  0.0  0.0  90072  4368 ?        Ssl  17:39   0:00 /usr/libexec/gnome-session-ctl --monitor
aro        52586  0.0  0.2 557804 15376 ?        Ssl  17:39   0:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
aro        52600  4.8  7.5 5116812 458196 ?      Ssl  17:39   8:16 /usr/bin/gnome-shell
aro        52629  0.0  0.1 239844  7624 ?        Ssl  17:40   0:00 /usr/libexec/gvfsd
aro        52634  0.0  0.1 378356  6536 ?        Sl   17:40   0:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
aro        52647  0.0  0.1 310960  8404 ?        Sl   17:40   0:00 ibus-daemon --panel disable --xim
aro        52651  0.0  0.1 162716  7276 ?        Sl   17:40   0:00 /usr/libexec/ibus-memconf
aro        52652  0.0  0.5 275624 31524 ?        Sl   17:40   0:01 /usr/libexec/ibus-extension-gtk3
aro        52655  0.0  0.4 197872 28348 ?        Sl   17:40   0:00 /usr/libexec/ibus-x11 --kill-daemon
aro        52658  0.0  0.1 236512  7632 ?        Sl   17:40   0:00 /usr/libexec/ibus-portal
aro        52668  0.0  0.1 162920  6612 ?        Sl   17:40   0:04 /usr/libexec/at-spi2-registryd --use-gnome-session
aro        52672  0.0  0.0 235608  4828 ?        Ssl  17:40   0:00 /usr/libexec/xdg-permission-store
aro        52674  0.0  0.3 581040 19660 ?        Sl   17:40   0:00 /usr/libexec/gnome-shell-calendar-server
aro        52683  0.0  0.4 1070240 25492 ?       Ssl  17:40   0:00 /usr/libexec/evolution-source-registry
aro        52691  0.0  0.5 553260 34524 ?        Sl   17:40   0:00 /usr/libexec/goa-daemon
aro        52701  0.0  0.1 314768  8916 ?        Sl   17:40   0:00 /usr/libexec/goa-identity-service
aro        52702  0.0  0.5 1379428 30832 ?       Ssl  17:40   0:00 /usr/libexec/evolution-calendar-factory
aro        52716  0.0  0.1 387612  9736 ?        Ssl  17:40   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
aro        52724  0.0  0.0 156344  5844 ?        Sl   17:40   0:00 /usr/libexec/dconf-service
aro        52725  0.0  0.4 673264 29296 ?        Ssl  17:40   0:00 /usr/libexec/evolution-addressbook-factory
aro        52735  0.0  0.1 316736  8940 ?        Ssl  17:40   0:01 /usr/libexec/gvfs-afc-volume-monitor
aro        52743  0.0  0.1 237988  6820 ?        Ssl  17:40   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
aro        52749  0.0  0.1 235712  6348 ?        Ssl  17:40   0:00 /usr/libexec/gvfs-mtp-volume-monitor
aro        52754  0.0  0.1 235888  6288 ?        Ssl  17:40   0:00 /usr/libexec/gvfs-goa-volume-monitor
aro        52768  0.0  0.4 2727556 27396 ?       Sl   17:40   0:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
aro        52777  0.0  0.1 313956  7720 ?        Sl   17:40   0:00 /usr/libexec/gvfsd-trash --spawner :1.26 /org/gtk/gvfs/exec_spaw/0
aro        52790  0.0  0.1 309624  6500 ?        Ssl  17:40   0:00 /usr/libexec/gsd-a11y-settings
aro        52791  0.0  0.4 494148 29568 ?        Ssl  17:40   0:04 /usr/libexec/gsd-color
aro        52794  0.0  0.2 373576 16184 ?        Ssl  17:40   0:00 /usr/libexec/gsd-datetime
aro        52795  0.0  0.1 311688  7576 ?        Ssl  17:40   0:00 /usr/libexec/gsd-housekeeping
aro        52796  0.0  0.4 345848 28876 ?        Ssl  17:40   0:00 /usr/libexec/gsd-keyboard
aro        52797  0.0  0.5 1163376 32804 ?       Ssl  17:40   0:00 /usr/libexec/gsd-media-keys
aro        52798  0.0  0.4 420008 29280 ?        Ssl  17:40   0:00 /usr/libexec/gsd-power
aro        52799  0.0  0.1 248228 11468 ?        Ssl  17:40   0:00 /usr/libexec/gsd-print-notifications
aro        52800  0.0  0.1 457112  6108 ?        Ssl  17:40   0:00 /usr/libexec/gsd-rfkill
aro        52801  0.0  0.0 235520  6016 ?        Ssl  17:40   0:00 /usr/libexec/gsd-screensaver-proxy
aro        52802  0.0  0.1 464620 10180 ?        Ssl  17:40   0:00 /usr/libexec/gsd-sharing
aro        52803  0.0  0.1 315412  8412 ?        Ssl  17:40   0:00 /usr/libexec/gsd-smartcard
aro        52808  0.0  0.1 319320  9096 ?        Ssl  17:40   0:00 /usr/libexec/gsd-sound
aro        52811  0.0  0.1 384924  7332 ?        Ssl  17:40   0:00 /usr/libexec/gsd-usb-protection
aro        52816  0.0  0.4 345360 28232 ?        Ssl  17:40   0:00 /usr/libexec/gsd-wacom
aro        52820  0.0  0.1 314056  7824 ?        Ssl  17:40   0:00 /usr/libexec/gsd-wwan
aro        52827  0.0  0.4 346496 29920 ?        Ssl  17:40   0:00 /usr/libexec/gsd-xsettings
aro        52873  0.0  0.9 645792 58760 ?        Sl   17:40   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
aro        52880  0.0  0.0 231812  5932 ?        Sl   17:40   0:00 /usr/libexec/gsd-disk-utility-notify
aro        52887  0.0  0.1 162708  7176 ?        Sl   17:40   0:00 /usr/libexec/ibus-engine-simple
aro        52945  0.0  0.2 342192 15288 ?        Sl   17:40   0:00 /usr/libexec/gsd-printer
aro        52971  0.0  0.4 789872 24316 ?        SNsl 17:40   0:00 /usr/libexec/tracker-miner-fs
aro        53028  0.0  0.1 162296  6528 ?        Ssl  17:40   0:00 /usr/libexec/gvfsd-metadata
aro        53094  0.0  0.1 741208 10692 ?        Ssl  17:40   0:01 /usr/libexec/xdg-desktop-portal
aro        53106  0.0  0.1 752600  6636 ?        Ssl  17:40   0:00 /usr/libexec/xdg-document-portal
aro        53130  0.0  0.4 493656 28668 ?        Ssl  17:40   0:00 /usr/libexec/xdg-desktop-portal-gtk
aro        53566  0.0  0.5 421200 34612 ?        Sl   17:41   0:00 update-notifier
aro        54410  3.2  5.4 34283440 327760 ?     SLl  18:10   4:37 /opt/google/chrome/chrome
aro        54416  0.0  0.0   8228   580 ?        S    18:10   0:00 cat
aro        54417  0.0  0.0   8228   520 ?        S    18:10   0:00 cat
aro        54419  0.0  0.0 33577532 3540 ?       Sl   18:10   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/aro/.config/google-chrome/Crash Reports --metrics-dir=/home/aro/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 20.04.6 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=132.0.6834.83 --initial-client-fd=5 --shared-client-connection
aro        54421  0.0  0.0 33568296 3152 ?       Sl   18:10   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/aro/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 20.04.6 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=132.0.6834.83 --initial-client-fd=4 --shared-client-connection
aro        54427  0.0  1.0 33935932 61156 ?      S    18:10   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable
aro        54428  0.0  1.0 33935928 60968 ?      S    18:10   0:00 /opt/google/chrome/chrome --type=zygote --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable
aro        54430  0.0  0.2 33935948 17624 ?      S    18:10   0:00 /opt/google/chrome/chrome --type=zygote --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable
aro        54456  0.6  2.4 34218048 149464 ?     Sl   18:10   0:58 /opt/google/chrome/chrome --type=gpu-process --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        54458  0.3  1.9 33940620 120792 ?     Sl   18:10   0:32 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        54475  0.0  0.9 33994744 55316 ?      Sl   18:10   0:01 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=utility --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        54537  0.2  4.2 1218018092 259268 ?   Sl   18:10   0:18 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --extension-process --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=10546846043 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        54606  1.3  2.1 1218018092 132612 ?   Sl   18:10   1:50 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --extension-process --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=12 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=10547128170 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        54612  0.0  1.7 1216289508 107724 ?   Sl   18:10   0:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --extension-process --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=10547138592 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        54703  0.0  1.2 34190216 74868 ?      Sl   18:10   0:01 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=none --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        55043  0.0  1.3 34111880 80024 ?      Sl   18:13   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=on_device_model.mojom.OnDeviceModelService --lang=en-GB --service-sandbox-type=on_device_model_execution --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        55044  0.0  0.4 34036908 24476 ?      S    18:13   0:00 /opt/google/chrome/chrome --type=broker
aro        67409  0.2  0.9 822940 55584 ?        Ssl  19:16   0:12 /usr/libexec/gnome-terminal-server
aro        67417  0.0  0.0  11008  5528 pts/2    Ss   19:16   0:00 bash
aro        70146  0.2  3.6 1216324596 219644 ?   Sl   19:42   0:05 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=154 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=16082158407 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        70495  0.1  2.2 1216298088 136644 ?   Sl   20:21   0:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=169 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=18431621250 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        70662  2.2  4.2 1216330824 255592 ?   Sl   20:23   0:10 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=179 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=18512424488 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        70680  0.5  2.6 1216299184 161984 ?   Sl   20:23   0:02 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=181 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=18526356976 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        70692  0.0  1.7 1216297828 105792 ?   Sl   20:23   0:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=182 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=18529135450 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        70701  0.0  1.1 1216289504 69128 ?    Sl   20:23   0:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=183 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=18529267646 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        70961  1.8  1.8 1218009832 114832 ?   Sl   20:31   0:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=54419 --enable-crash-reporter=89ceb528-e999-43d9-b218-5cfa937b4cef, --extension-process --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=192 --time-ticks-at-unix-epoch=-1737539079845666 --launch-time-ticks=18981305874 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16931988719781840217,615795490990827490,262144 --variations-seed-version=20250121-180208.859000
aro        70974  0.0  0.0   9600  3388 pts/2    S+   20:31   0:00 bash q4.sh
aro        70976  0.0  0.0  11684  3684 pts/2    R+   20:31   0:00 ps -ux
